offer_id,application_id,offer_date,offered_salary,offer_status
1239,8040,2025-07-13,928148.59,Accepted
1240,8041,2025-10-19,1281408.17,Accepted
1241,8042,2025-09-06,913923.14,Rejected
1242,8043,2025-08-29,1551502.68,Accepted
1243,8056,2025-10-05,1555530.9,Pending
1244,8065,2025-09-21,1209198.24,Accepted
1245,8069,2025-12-25,539411.98,Accepted
1246,8071,2025-10-22,708527.03,Rejected
1247,8073,2025-03-21,1193971.89,Accepted
1248,8078,2025-11-19,1393963.2,Rejected
1249,8079,2025-11-01,1391185.52,Accepted
1250,8085,2025-10-26,1545703.3,Rejected
1251,8093,2025-11-20,758447.24,Accepted
1252,8094,2026-01-15,1744341.51,Accepted
1253,8095,2025-11-19,875596.21,Accepted
1254,8097,2025-06-09,1079375.31,Rejected
1255,8098,2025-03-24,1159156.13,Accepted
1256,8108,2025-05-14,903690.46,Accepted
1257,8111,2026-01-29,650726.76,Accepted
1258,8112,2025-04-13,1089717.55,Accepted
1259,8113,2025-07-05,1366932.21,Accepted
1260,8116,2025-11-13,759426.46,Accepted
1261,8118,2025-04-28,1477694.79,Accepted
1262,8121,2025-12-18,1492156.06,Accepted
1263,8122,2025-10-01,1527406.14,Accepted
1264,8134,2025-03-22,816886.08,Accepted
1265,8135,2025-11-23,1242599.33,Accepted
1266,8148,2025-09-04,1137485.31,Rejected
1267,8158,2025-06-30,919718.53,Accepted
1268,8163,2025-05-27,1505737.52,Pending
1269,8166,2025-09-06,750632.89,Accepted
1270,8173,2026-01-17,1370757.13,Accepted
1271,8175,2025-02-28,799149.16,Accepted
1272,8186,2025-11-18,1166576.35,Accepted
1273,8201,2025-11-08,494522.08,Pending
1274,8221,2025-03-07,1374544.56,Rejected
1275,8224,2025-06-22,1707934.77,Accepted
1276,8226,2025-03-24,1155448.58,Accepted
1277,8233,2025-06-01,950636.74,Accepted
1278,8259,2025-10-10,403711.69,Accepted
1279,8279,2025-03-22,1415977.09,Accepted
1280,8280,2025-05-12,551282.79,Accepted
1281,8286,2025-09-15,1489472.42,Rejected
1282,8302,2026-01-30,1757094.12,Accepted
1283,8304,2025-04-08,811490.74,Rejected
1284,8305,2025-09-17,1741746.24,Accepted
1285,8306,2025-07-08,652229.17,Accepted
1286,8309,2025-07-22,1706060.34,Accepted
1287,8312,2025-02-22,454121.91,Pending
1288,8324,2025-01-22,642543.07,Rejected
1289,8327,2025-12-07,1000832.29,Pending
1290,8333,2025-09-27,1365233.03,Pending
1291,8337,2025-09-07,787656.61,Rejected
1292,8362,2026-01-10,1668203.03,Accepted
1293,8364,2025-08-21,1709177.87,Pending
1294,8365,2025-03-30,828719.55,Accepted
1295,8366,2025-03-03,1315732.3,Accepted
1296,8367,2025-11-02,871297.04,Rejected
1297,8372,2025-11-11,584958.82,Accepted
1298,8378,2025-09-04,1008263.06,Rejected
1299,8379,2025-11-13,503142.32,Accepted
1300,8386,2026-02-06,571844.67,Accepted
1301,8390,2025-10-23,930175.36,Accepted
1302,8399,2025-05-23,1484649.08,Accepted
1303,8409,2025-10-07,483773.3,Rejected
1304,8420,2025-07-15,540571.44,Accepted
1305,8428,2025-06-12,1709236.65,Accepted
1306,8434,2025-04-01,1554082.89,Accepted
1307,8440,2025-08-06,528308.57,Accepted
1308,8449,2025-06-26,1691936.68,Accepted
1309,8454,2025-10-15,1793139.56,Accepted
1310,8455,2025-10-30,1278290.2,Accepted
1311,8468,2025-06-23,989583.65,Accepted
1312,8482,2025-03-09,1794509.2,Accepted
1313,8487,2026-01-17,1225271.7,Rejected
1314,8496,2025-02-01,1691858.89,Pending
1315,8501,2025-11-27,1176113.45,Accepted
1316,8502,2026-01-06,1306247.53,Accepted
1317,8507,2025-03-05,1417520.65,Rejected
1318,8514,2025-04-19,1740617.8,Accepted
1319,8519,2025-08-09,1479719.93,Accepted
1320,8529,2025-06-28,667966.33,Accepted
1321,8534,2025-02-05,1524507.08,Pending
1322,8537,2025-07-08,1130954.3,Accepted
1323,8541,2025-09-01,1460274.1,Rejected
1324,8542,2025-09-14,613341.82,Rejected
1325,8545,2025-12-17,1340301.99,Rejected
1326,8555,2025-09-05,1674453.91,Accepted
1327,8556,2025-05-27,1712064.89,Accepted
1328,8577,2025-09-21,1446480.19,Accepted
1329,8590,2025-04-09,745942.35,Accepted
1330,8594,2026-01-15,1017208.24,Rejected
1331,8600,2025-04-11,1775899.3,Accepted
1332,8608,2025-03-15,1456069.18,Pending
1333,8610,2025-08-15,1221702.27,Rejected
1334,8613,2025-06-26,1023729.96,Accepted
1335,8620,2025-10-01,406575.58,Accepted
1336,8623,2025-03-29,1051960.21,Accepted
1337,8627,2025-05-01,997053.19,Accepted
1338,8637,2025-07-24,1749256.16,Accepted
1339,8657,2025-12-21,1475385.62,Pending
1340,8664,2025-12-09,1676253.66,Pending
1341,8665,2025-11-03,1461244.28,Pending
1342,8673,2026-01-11,1161613.84,Pending
1343,8682,2025-08-31,1582453.89,Accepted
1344,8683,2025-02-04,442721.77,Rejected
1345,8686,2025-05-03,703495.48,Accepted
1346,8697,2025-03-16,478177.7,Accepted
1347,8711,2025-12-22,949144.54,Accepted
1348,8718,2025-02-22,678157.41,Rejected
1349,8719,2025-03-14,620431.24,Accepted
1350,8726,2025-03-30,1025596.41,Accepted
1351,8727,2025-06-27,1754549.77,Accepted
1352,8740,2025-04-22,1195601.71,Rejected
1353,8746,2025-04-28,1692470.76,Rejected
1354,8757,2025-08-14,1427485.25,Accepted
1355,8762,2025-10-07,915068.97,Accepted
1356,8763,2025-04-16,1664782.87,Accepted
1357,8764,2025-03-25,416659.97,Accepted
1358,8765,2025-09-19,840131.42,Accepted
1359,8766,2025-03-16,470334.46,Accepted
1360,8797,2025-06-15,837293.44,Accepted
1361,8800,2025-07-10,754777.73,Accepted
1362,8807,2025-05-13,1506429.82,Accepted
1363,8808,2025-03-02,1234183.67,Pending
1364,8812,2025-11-30,1270495.15,Accepted
1365,8832,2025-12-15,1738375.93,Pending
1366,8834,2025-11-09,875778.03,Accepted
1367,8837,2025-10-05,527632.95,Accepted
1368,8861,2025-11-15,1571779.51,Accepted
1369,8881,2025-02-01,913067.03,Accepted
1370,8892,2025-05-19,481249.78,Accepted
1371,8893,2025-12-01,643065.73,Rejected
1372,8896,2025-09-24,1540637.65,Rejected
1373,8908,2025-05-25,1456825.63,Rejected
1374,8911,2025-05-24,1695356.62,Accepted
1375,8918,2025-04-23,1744283.03,Accepted
1376,8923,2026-01-24,838933.14,Rejected
1377,8924,2025-07-16,697410.19,Accepted
1378,8939,2025-12-30,1349021.48,Pending
1379,8940,2026-01-30,888681.6,Rejected
1380,8941,2025-09-14,1357337.21,Accepted
1381,8945,2025-08-19,1404959.09,Rejected
1382,8949,2025-04-12,1577548.07,Accepted
1383,8950,2025-01-29,1660260.5,Accepted
1384,8955,2025-06-14,695921.78,Accepted
1385,8991,2025-03-31,1351804.23,Accepted
1386,8998,2025-06-10,941831.11,Accepted
1387,9006,2025-12-31,488747.36,Accepted
1388,9017,2025-10-20,1675191.52,Rejected
1389,9019,2025-05-22,411703.04,Accepted
1390,9025,2025-05-13,1423444.29,Rejected
1391,9028,2025-04-07,471208.8,Rejected
1392,9041,2026-01-09,968237.73,Accepted
1393,9042,2025-08-20,1084011.9,Accepted
1394,9043,2025-06-27,880382.71,Accepted
1395,9045,2025-02-15,1522639.12,Accepted
1396,9050,2025-03-28,672188.22,Accepted
1397,9052,2025-12-15,591638.6,Accepted
1398,9058,2025-04-13,1149777.73,Accepted
1399,9059,2025-11-13,1165055.58,Rejected
1400,9062,2025-11-02,1565375.61,Accepted
1401,9077,2025-03-03,1756619.83,Rejected
1402,9096,2025-06-17,1471181.81,Accepted
1403,9097,2025-11-25,646952.36,Rejected
1404,9109,2025-02-23,604921.68,Accepted
1405,9112,2025-08-26,1017485.12,Rejected
1406,9122,2025-12-18,1528879.17,Accepted
1407,9130,2025-02-04,1503513.8,Accepted
1408,9134,2025-10-12,1211514.31,Rejected
1409,9137,2025-02-15,1781243.99,Accepted
1410,9140,2025-06-10,1377978.4,Accepted
1411,9154,2025-05-28,552736.72,Rejected
1412,9159,2025-07-13,1662991.33,Rejected
1413,9164,2026-01-27,1442254.75,Accepted
1414,9169,2025-05-01,1588808.26,Rejected
1415,9170,2025-12-25,416956.09,Pending
1416,9200,2025-10-23,652402.14,Accepted
1417,9203,2026-01-15,923761.11,Accepted
1418,9212,2025-02-27,697603.31,Pending
1419,9223,2025-12-08,1504685.57,Accepted
1420,9224,2025-05-24,1792578.79,Accepted
1421,9225,2025-05-08,1203700.88,Accepted
1422,9226,2025-12-12,1602809.2,Accepted
1423,9227,2025-09-26,560082.38,Pending
1424,9230,2025-04-18,1589366.89,Accepted
1425,9234,2025-04-20,1301672.8,Accepted
1426,9240,2025-03-20,1432116.72,Accepted
1427,9253,2026-02-03,948753.8,Accepted
1428,9255,2025-10-25,1280038.12,Accepted
1429,9263,2026-01-07,412029.58,Rejected
1430,9284,2025-01-31,1260919.57,Rejected
1431,9285,2025-12-21,1482500.53,Accepted
1432,9287,2025-08-02,1388262.82,Accepted
1433,9290,2025-04-16,530109.2,Accepted
1434,9295,2025-10-01,570395.37,Accepted
1435,9300,2025-11-05,1088955.27,Accepted
1436,9313,2025-04-19,623650.29,Accepted
1437,9325,2025-09-07,1251406.67,Accepted
1438,9329,2025-05-28,1448804.49,Rejected
1439,9332,2026-01-25,643674.27,Rejected
1440,9338,2025-10-03,1231559.68,Accepted
1441,9342,2025-08-22,1676326.11,Accepted
1442,9349,2025-02-07,1299405.18,Accepted
1443,9364,2025-03-04,1371579.46,Accepted
1444,9367,2025-07-19,732614.11,Accepted
1445,9381,2025-03-07,1553165.87,Accepted
1446,9389,2025-12-12,1356028.7,Pending
1447,9419,2025-09-18,1539176.89,Rejected
1448,9423,2025-07-20,1262506.58,Rejected
1449,9424,2025-05-15,599575.62,Accepted
1450,9426,2025-04-24,1225944.18,Accepted
1451,9428,2025-06-21,787649.3,Accepted
1452,9429,2025-11-07,1210086.17,Accepted
1453,9448,2025-08-16,720582.01,Accepted
1454,9469,2026-01-09,472133.01,Rejected
1455,9476,2025-12-12,796915.67,Accepted
1456,9484,2025-08-10,1765653.44,Accepted
1457,9485,2025-01-26,753523.79,Accepted
1458,9491,2025-02-11,500336.2,Accepted
1459,9493,2025-03-25,861635.35,Accepted
1460,9494,2025-06-09,445718.37,Accepted
1461,9495,2025-09-29,1242124.07,Pending
1462,9502,2025-01-25,1313903.63,Rejected
1463,9504,2025-09-10,760149.25,Accepted
1464,9508,2025-04-09,1426420.72,Pending
1465,9515,2025-07-27,767971.34,Accepted
1466,9516,2025-10-18,650940.82,Accepted
1467,9531,2025-02-14,1448536.14,Accepted
1468,9535,2026-01-25,1171600.98,Accepted
1469,9538,2026-01-09,1565056.22,Accepted
1470,9563,2025-10-14,1293542.43,Rejected
1471,9569,2025-05-04,964676.65,Rejected
1472,9578,2025-03-01,1143779.56,Rejected
1473,9587,2025-10-24,1452200.86,Accepted
1474,9588,2025-04-14,1108459.92,Rejected
1475,9589,2025-04-07,1789629.45,Accepted
1476,9607,2026-01-14,684638.85,Accepted
1477,9612,2025-04-13,1459112.63,Accepted
1478,9626,2025-10-05,652404.43,Accepted
1479,9631,2025-08-05,776983.36,Accepted
1480,9654,2025-03-12,915471.38,Rejected
1481,9660,2025-06-25,440186.76,Accepted
1482,9663,2025-12-04,1256727.49,Accepted
1483,9664,2025-09-10,1269391.95,Accepted
1484,9666,2025-10-27,1481282.59,Accepted
1485,9671,2025-09-20,1268543.99,Accepted
1486,9672,2025-11-20,1273040.99,Pending
1487,9699,2025-05-18,1196981.93,Pending
1488,9703,2025-06-23,411494.93,Pending
1489,9712,2025-12-17,1563887.72,Accepted
1490,9731,2025-05-25,1257538.16,Accepted
1491,9735,2025-09-29,706323.59,Accepted
1492,9736,2025-05-13,1553202.43,Accepted
1493,9750,2025-03-01,1095241.75,Accepted
1494,9755,2025-03-13,551767.64,Accepted
1495,9756,2025-06-23,495962.64,Accepted
1496,9759,2025-02-22,1168424.27,Accepted
1497,9762,2025-08-30,1790251.82,Accepted
1498,9764,2026-02-06,1662393.55,Rejected
1499,9770,2025-08-17,1524813.37,Accepted
1500,9774,2025-10-23,1176482.98,Rejected
1501,9775,2025-03-12,407898.8,Accepted
1502,9777,2025-11-15,1096999.06,Accepted
1503,9785,2025-07-29,754423.69,Rejected
1504,9789,2026-01-02,1674502.24,Pending
1505,9802,2025-11-02,1318198.02,Accepted
1506,9804,2025-08-14,1242342.61,Accepted
1507,9809,2025-04-20,1662759.5,Pending
1508,9825,2025-10-18,1696156.38,Rejected
1509,9841,2025-03-06,666424.81,Accepted
1510,9842,2025-10-05,799269.35,Accepted
1511,9849,2026-01-03,609378.24,Accepted
1512,9850,2025-06-02,825059.45,Accepted
1513,9852,2025-12-02,624070.57,Accepted
1514,9859,2025-05-26,644051.62,Rejected
1515,9860,2025-12-29,1134800.36,Accepted
1516,9866,2026-01-12,1196444.27,Accepted
1517,9873,2025-03-08,479449.27,Accepted
1518,9874,2025-04-16,1258517.6,Accepted
1519,9879,2025-04-20,1136077.45,Rejected
1520,9893,2025-01-21,1597788.15,Accepted
1521,9904,2025-10-25,1052948.93,Pending
1522,9906,2025-06-09,1490998.56,Accepted
1523,9910,2025-06-13,823369.6,Accepted
1524,9912,2025-09-19,602072.12,Rejected
1525,9913,2025-06-13,637990.4,Accepted
1526,9926,2025-08-13,1540126.47,Pending
1527,9967,2025-02-12,776550.63,Accepted
1528,9972,2025-02-08,1692762.88,Accepted
1529,9987,2025-06-07,831403.08,Accepted
1530,9990,2026-01-13,1123691.23,Accepted
1531,9991,2025-07-26,1524323.18,Accepted
1532,9999,2025-09-25,1525660.09,Accepted
1533,10000,2025-02-18,744588.27,Accepted
