interview_id,application_id,interview_date,interview_type,interview_round,interview_status,interview_score
1072,3498,2026-01-06,Technical,1,Failed,65.86
1073,3502,2025-06-18,Technical,2,Passed,66.03
1074,3504,2025-05-04,Managerial,1,Failed,69.63
1075,3505,2025-03-10,Technical,2,Passed,47.87
1076,3508,2025-02-09,Managerial,3,Failed,60.37
1077,3512,2025-05-09,HR,2,Passed,59.99
1078,3517,2025-12-24,Technical,3,Passed,72.47
1079,3518,2025-04-24,Case Study,1,Failed,65.01
1080,3519,2025-02-08,Technical,1,Passed,92.83
1081,3525,2025-02-04,Case Study,1,Passed,58.18
1082,3529,2025-07-29,HR,1,Passed,57.03
1083,3530,2025-01-31,Technical,3,Passed,50.9
1084,3531,2025-12-27,Technical,1,Failed,76.47
1085,3535,2025-02-19,Technical,1,Failed,92.2
1086,3539,2025-09-20,Managerial,2,Failed,44.19
1087,3543,2025-09-12,HR,2,Passed,68.43
1088,3544,2025-09-14,Case Study,3,Failed,56.15
1089,3546,2025-02-28,Managerial,2,Passed,43.33
1090,3548,2025-05-24,Case Study,2,Passed,93.67
1091,3550,2025-09-07,Case Study,1,Failed,97.57
1092,3552,2025-06-20,HR,3,Failed,94.9
1093,3556,2025-11-10,Managerial,1,Failed,42.17
1094,3563,2025-05-11,Technical,1,Passed,50.33
1095,3566,2025-07-03,Case Study,3,Passed,48.7
1096,3568,2025-09-06,HR,2,Failed,94.84
1097,3572,2025-02-22,Case Study,1,Failed,94.1
1098,3576,2025-02-08,Technical,3,Failed,94.96
1099,3577,2025-11-29,Managerial,2,Failed,89.14
1100,3583,2025-05-29,Technical,2,Passed,53.32
1101,3589,2025-12-06,HR,2,Passed,60.62
1102,3592,2025-11-27,Technical,3,Passed,93.23
1103,3593,2025-10-10,Technical,1,Passed,96.08
1104,3595,2025-01-09,Technical,1,Failed,93.6
1105,3597,2025-05-12,Case Study,3,Passed,98.16
1106,3604,2025-06-18,Managerial,2,Failed,86.98
1107,3611,2026-01-06,Case Study,1,Passed,80.59
1108,3615,2025-11-07,Case Study,3,Failed,73.19
1109,3616,2025-02-21,Case Study,1,Failed,95.4
1110,3617,2025-02-10,Technical,2,Failed,87.14
1111,3619,2025-06-14,Technical,3,Passed,41.99
1112,3620,2025-06-13,Managerial,3,Passed,48.22
1113,3623,2025-09-05,Case Study,3,Passed,86.13
1114,3624,2025-11-27,HR,2,Failed,56.45
1115,3630,2025-03-15,HR,2,Passed,81.34
1116,3632,2025-06-10,Managerial,3,Failed,60.81
1117,3633,2025-04-07,Case Study,1,Failed,59.16
1118,3637,2025-07-05,Technical,3,Failed,54.1
1119,3638,2025-05-07,Managerial,3,Passed,95.98
1120,3643,2025-09-11,Case Study,1,Passed,92.86
1121,3645,2025-12-01,HR,2,Failed,41.33
1122,3647,2025-12-25,Case Study,3,Failed,47.31
1123,3648,2025-07-16,Case Study,3,Passed,52.83
1124,3656,2025-09-20,Technical,1,Failed,86.44
1125,3658,2025-09-20,Technical,1,Failed,48.19
1126,3660,2025-07-17,Technical,3,Passed,64.92
1127,3664,2025-10-16,HR,3,Failed,63.25
1128,3667,2025-12-25,HR,2,Failed,78.07
1129,3671,2025-03-12,HR,1,Passed,95.36
1130,3672,2025-09-23,HR,2,Failed,41.15
1131,3674,2025-02-21,Case Study,1,Passed,66.48
1132,3679,2025-03-09,HR,1,Failed,60.14
1133,3681,2025-12-31,Technical,1,Passed,80.26
1134,3682,2025-10-20,Case Study,3,Passed,45.29
1135,3686,2025-04-06,Case Study,2,Failed,95.53
1136,3687,2025-04-25,Technical,2,Passed,91.72
1137,3689,2025-10-26,Case Study,1,Passed,64.8
1138,3690,2025-02-21,Case Study,2,Passed,71.66
1139,3694,2025-12-05,Managerial,1,Passed,94.87
1140,3698,2025-02-21,Managerial,2,Failed,69.67
1141,3700,2025-05-05,Managerial,2,Failed,92.94
1142,3701,2025-10-30,Technical,2,Failed,49.58
1143,3702,2025-10-29,HR,1,Passed,46.3
1144,3703,2025-09-21,Technical,3,Failed,63.62
1145,3706,2025-09-19,Managerial,2,Passed,90.49
1146,3713,2025-10-28,Case Study,3,Passed,69.62
1147,3715,2025-10-24,Case Study,3,Failed,62.34
1148,3738,2025-09-11,Managerial,3,Failed,60.52
1149,3741,2025-06-14,HR,2,Passed,56.93
1150,3752,2025-04-01,HR,3,Failed,88.52
1151,3757,2025-07-31,Technical,1,Passed,93.86
1152,3760,2025-07-04,Managerial,3,Failed,73.26
1153,3765,2025-04-06,Managerial,2,Failed,58.88
1154,3767,2026-01-07,Case Study,1,Passed,52.28
1155,3776,2025-04-11,HR,1,Passed,78.15
1156,3782,2025-06-23,HR,1,Failed,45.89
1157,3786,2025-01-26,Case Study,3,Passed,50.82
1158,3788,2025-06-25,Technical,3,Failed,97.51
1159,3795,2025-09-16,HR,2,Failed,88.33
1160,3796,2025-07-19,HR,2,Passed,45.44
1161,3801,2025-06-10,Case Study,3,Passed,62.42
1162,3808,2025-09-30,HR,2,Failed,94.81
1163,3810,2025-08-27,Technical,2,Passed,69.5
1164,3811,2025-07-16,Case Study,2,Failed,60.48
1165,3812,2026-01-20,HR,1,Passed,80.19
1166,3815,2025-05-31,HR,2,Passed,47.36
1167,3816,2025-09-25,HR,2,Passed,90.46
1168,3818,2025-05-14,HR,1,Passed,63.16
1169,3827,2025-05-06,Case Study,1,Passed,75.29
1170,3829,2025-08-05,HR,1,Failed,76.53
1171,3834,2025-05-24,Managerial,1,Failed,57.71
1172,3837,2025-06-18,Technical,1,Failed,83.16
1173,3841,2026-01-06,Managerial,3,Passed,48.77
1174,3844,2025-04-30,Technical,2,Passed,83.13
1175,3846,2025-02-10,Managerial,1,Passed,64.9
1176,3850,2025-09-16,Case Study,3,Failed,44.12
1177,3859,2025-03-27,Case Study,3,Passed,84.46
1178,3862,2025-07-29,Managerial,1,Passed,54.03
1179,3867,2025-04-21,HR,1,Passed,80.05
1180,3871,2025-07-01,Case Study,1,Passed,99.59
1181,3872,2025-08-17,Case Study,2,Failed,99.45
1182,3875,2025-09-09,Managerial,2,Passed,59.83
1183,3876,2025-02-23,Case Study,3,Passed,93.49
1184,3878,2025-03-05,HR,3,Passed,79.4
1185,3881,2025-09-29,HR,2,Passed,74.89
1186,3883,2025-08-21,Technical,1,Failed,96.01
1187,3887,2026-01-16,Technical,1,Passed,67.47
1188,3890,2025-10-26,HR,1,Passed,78.32
1189,3891,2025-04-24,HR,2,Failed,41.41
1190,3893,2025-07-16,HR,2,Passed,86.87
1191,3896,2025-06-07,Case Study,1,Failed,63.9
1192,3899,2025-10-07,Technical,1,Passed,46.04
1193,3900,2025-11-06,HR,2,Failed,78.31
1194,3903,2025-07-18,Technical,3,Passed,65.34
1195,3906,2025-11-28,Managerial,2,Failed,75.03
1196,3919,2025-12-08,Case Study,1,Failed,85.4
1197,3921,2025-11-09,HR,2,Passed,87.39
1198,3922,2025-09-10,Managerial,3,Passed,60.34
1199,3925,2025-06-20,Case Study,3,Passed,69.2
1200,3930,2025-11-07,Case Study,3,Passed,77.15
1201,3932,2025-11-01,Case Study,1,Passed,70.1
1202,3934,2025-02-17,Managerial,1,Passed,45.15
1203,3935,2025-02-07,Case Study,3,Passed,95.52
1204,3949,2025-06-24,Managerial,3,Failed,68.69
1205,3951,2025-04-18,HR,3,Passed,87.58
1206,3953,2025-10-23,Technical,1,Passed,77.97
1207,3957,2025-07-05,Case Study,2,Failed,56.31
1208,3964,2025-08-28,Managerial,2,Passed,91.78
1209,3968,2025-06-03,Technical,3,Passed,66.78
1210,3969,2025-07-24,HR,2,Passed,71.59
1211,3973,2025-04-08,HR,3,Passed,57.18
1212,3975,2025-12-07,Technical,1,Passed,87.81
1213,3976,2025-04-24,Technical,1,Passed,78.07
1214,3977,2025-12-02,Case Study,3,Passed,64.14
1215,3978,2025-09-09,Case Study,1,Passed,79.87
1216,3986,2025-11-29,HR,3,Failed,92.72
1217,3990,2025-09-16,Case Study,1,Passed,83.27
1218,3994,2025-10-18,Case Study,2,Passed,87.71
1219,3996,2025-09-03,Case Study,2,Failed,57.96
1220,3999,2025-09-02,Technical,3,Passed,70.57
1221,4000,2025-02-23,Managerial,3,Failed,67.03
1222,4001,2025-10-27,HR,2,Passed,76.88
1223,4007,2025-02-01,Case Study,1,Failed,59.84
1224,4009,2025-06-07,HR,3,Passed,97.07
1225,4011,2025-06-04,HR,3,Passed,82.87
1226,4024,2025-05-18,Managerial,1,Passed,58.12
1227,4025,2025-04-27,Managerial,3,Failed,93.92
1228,4026,2025-02-24,Technical,3,Passed,67.57
1229,4029,2025-04-10,Managerial,1,Passed,71.92
1230,4037,2026-01-14,HR,1,Passed,96.04
1231,4038,2025-07-12,Technical,1,Passed,68.68
1232,4042,2025-04-12,Case Study,2,Failed,87.5
1233,4043,2025-05-09,Managerial,3,Failed,81.03
1234,4046,2025-07-13,Case Study,1,Failed,94.36
1235,4048,2025-07-14,Technical,1,Passed,74.25
1236,4049,2025-02-22,HR,3,Passed,46.69
1237,4051,2025-08-05,Managerial,2,Passed,76.21
1238,4054,2025-01-30,Technical,1,Passed,89.57
1239,4056,2025-09-08,Technical,2,Passed,59.16
1240,4060,2025-03-15,Technical,3,Failed,70.23
1241,4064,2025-05-05,Managerial,2,Failed,60.43
1242,4065,2025-09-10,Case Study,3,Failed,64.77
1243,4067,2025-09-10,Managerial,3,Failed,66.15
1244,4070,2025-12-20,Managerial,2,Failed,68.23
1245,4072,2025-07-13,Managerial,1,Failed,81.62
1246,4075,2025-05-23,HR,2,Passed,77.04
1247,4076,2025-07-08,HR,2,Passed,44.43
1248,4079,2025-04-22,Technical,3,Failed,46.34
1249,4083,2025-11-16,Case Study,2,Failed,40.44
1250,4086,2025-07-03,HR,3,Passed,78.84
1251,4093,2025-08-17,Case Study,3,Passed,76.39
1252,4095,2025-02-14,Managerial,3,Passed,83.46
1253,4109,2025-06-25,HR,1,Passed,77.0
1254,4116,2025-03-19,Managerial,2,Passed,86.13
1255,4117,2025-06-01,HR,2,Failed,91.52
1256,4120,2025-02-15,Managerial,2,Passed,78.89
1257,4121,2025-04-30,HR,3,Passed,87.98
1258,4128,2025-11-27,Technical,1,Passed,98.11
1259,4130,2025-09-17,Managerial,3,Failed,96.6
1260,4131,2025-09-26,Technical,3,Failed,48.93
1261,4136,2025-06-01,Managerial,3,Passed,73.84
1262,4137,2025-06-20,HR,1,Failed,49.47
1263,4138,2025-09-24,Managerial,1,Passed,73.2
1264,4140,2025-06-30,Technical,3,Passed,43.7
1265,4142,2025-02-23,HR,1,Passed,68.47
1266,4147,2025-12-24,Managerial,3,Passed,97.29
1267,4148,2026-01-11,HR,3,Passed,73.24
1268,4149,2025-08-05,Case Study,3,Passed,90.24
1269,4151,2025-03-31,Managerial,1,Failed,56.27
1270,4152,2025-08-24,Case Study,1,Passed,72.92
1271,4154,2025-02-18,Technical,1,Failed,89.21
1272,4156,2025-05-21,HR,3,Passed,80.43
1273,4157,2025-10-30,Technical,2,Failed,69.7
1274,4162,2025-12-27,Case Study,1,Passed,56.78
1275,4171,2025-09-05,Technical,3,Failed,84.02
1276,4174,2025-11-23,Managerial,1,Passed,81.88
1277,4175,2025-06-12,Case Study,1,Passed,99.13
1278,4176,2025-05-14,Case Study,2,Passed,79.27
1279,4177,2026-01-05,HR,3,Passed,78.99
1280,4178,2025-05-16,HR,1,Passed,46.21
1281,4182,2025-08-17,Case Study,3,Passed,57.49
1282,4183,2025-07-18,Technical,3,Passed,56.84
1283,4184,2025-04-24,Managerial,2,Passed,57.91
1284,4187,2025-05-20,HR,2,Failed,78.51
1285,4188,2025-08-31,Managerial,3,Passed,41.19
1286,4193,2025-07-11,Managerial,2,Passed,66.71
1287,4194,2025-07-16,Technical,3,Failed,51.11
1288,4197,2025-02-25,Managerial,2,Passed,60.17
1289,4200,2025-01-12,Technical,2,Passed,99.15
1290,4210,2025-11-18,HR,2,Passed,77.48
1291,4212,2025-06-17,Case Study,1,Passed,54.92
1292,4217,2025-04-21,Case Study,3,Passed,54.32
1293,4218,2025-10-29,Case Study,3,Passed,80.4
1294,4223,2025-02-27,Case Study,2,Passed,46.98
1295,4225,2025-11-11,Technical,2,Failed,69.24
1296,4229,2025-10-11,HR,2,Passed,97.27
1297,4233,2025-09-27,Managerial,1,Passed,91.89
1298,4234,2025-11-22,HR,2,Passed,65.55
1299,4235,2025-01-15,HR,1,Failed,93.99
1300,4236,2025-09-23,Case Study,2,Passed,98.93
1301,4237,2025-09-18,Case Study,1,Failed,96.38
1302,4241,2025-06-20,Managerial,3,Failed,67.23
1303,4246,2025-09-01,Managerial,2,Failed,73.98
1304,4249,2025-10-31,Case Study,1,Failed,46.99
1305,4250,2025-03-27,Technical,2,Passed,95.27
1306,4253,2025-09-15,Case Study,2,Passed,49.0
1307,4255,2025-12-03,Case Study,2,Passed,86.91
1308,4256,2025-06-20,Case Study,2,Passed,64.75
1309,4262,2025-12-15,HR,3,Passed,72.51
1310,4264,2025-08-26,HR,2,Passed,75.85
1311,4266,2025-08-18,Technical,2,Passed,88.93
1312,4268,2025-11-25,Case Study,3,Passed,83.09
1313,4269,2025-08-09,Managerial,3,Failed,88.06
1314,4270,2025-12-29,Technical,2,Failed,93.93
1315,4271,2025-12-08,HR,2,Passed,59.91
1316,4272,2025-03-13,Managerial,2,Passed,74.13
1317,4279,2025-06-18,Managerial,1,Passed,91.03
1318,4284,2025-04-05,Technical,2,Failed,99.01
1319,4285,2025-05-28,Technical,3,Passed,85.97
1320,4288,2025-07-04,Managerial,1,Passed,48.47
1321,4291,2025-12-03,Managerial,2,Passed,97.67
1322,4292,2026-01-02,Technical,1,Passed,83.79
1323,4294,2025-09-05,HR,1,Passed,59.36
1324,4301,2025-10-06,HR,3,Passed,44.26
1325,4304,2025-03-10,Managerial,2,Passed,40.07
1326,4306,2025-02-12,Case Study,3,Passed,74.66
1327,4315,2025-07-13,Case Study,1,Passed,43.19
1328,4317,2025-10-10,Case Study,1,Passed,94.09
1329,4319,2025-04-07,Technical,3,Failed,86.15
1330,4322,2025-11-13,Case Study,1,Passed,45.02
1331,4330,2025-07-17,HR,3,Failed,40.56
1332,4332,2025-07-18,Case Study,3,Failed,93.11
1333,4333,2025-02-04,Technical,1,Passed,56.08
1334,4339,2025-07-29,Technical,2,Passed,80.52
1335,4340,2025-05-20,Technical,1,Passed,61.5
1336,4342,2025-07-08,HR,3,Failed,85.92
1337,4343,2025-01-26,HR,1,Passed,50.56
1338,4345,2025-09-19,Case Study,1,Passed,99.54
1339,4349,2025-05-19,Case Study,3,Passed,90.21
1340,4350,2025-07-18,HR,2,Failed,76.72
1341,4351,2025-07-05,Case Study,2,Passed,42.87
1342,4352,2025-10-11,HR,1,Passed,91.09
1343,4353,2025-04-15,HR,3,Failed,67.22
1344,4362,2025-04-04,Managerial,2,Passed,95.79
1345,4363,2025-11-20,Technical,2,Failed,93.8
1346,4364,2025-07-24,HR,1,Passed,81.04
1347,4368,2025-07-03,Managerial,1,Failed,78.05
1348,4377,2025-12-02,Technical,3,Passed,53.12
1349,4378,2025-09-18,HR,3,Passed,99.73
1350,4382,2025-07-20,Case Study,2,Passed,61.31
1351,4383,2025-02-07,Technical,3,Passed,71.57
1352,4384,2025-03-03,Technical,1,Passed,76.26
1353,4389,2025-09-14,Case Study,1,Failed,51.72
1354,4398,2025-11-07,HR,3,Failed,41.94
1355,4401,2025-07-27,Case Study,1,Passed,42.77
1356,4402,2025-01-30,Case Study,3,Passed,76.8
1357,4413,2025-08-06,Technical,1,Failed,47.67
1358,4414,2025-03-21,Case Study,1,Passed,57.36
1359,4416,2025-12-17,Case Study,3,Passed,41.7
1360,4417,2025-12-21,Case Study,2,Passed,91.62
1361,4418,2025-08-26,Technical,2,Failed,41.8
1362,4424,2025-07-01,Managerial,1,Passed,73.32
1363,4435,2025-12-04,HR,1,Failed,80.18
1364,4441,2025-05-07,Case Study,2,Passed,70.21
1365,4444,2025-05-18,HR,3,Passed,86.03
1366,4446,2025-12-06,Managerial,1,Failed,80.44
1367,4447,2025-10-07,Technical,1,Passed,53.85
1368,4449,2025-12-07,Managerial,3,Failed,66.99
1369,4450,2025-05-28,Technical,3,Failed,94.93
1370,4459,2025-10-08,Technical,1,Passed,91.48
1371,4466,2025-06-07,HR,3,Passed,65.97
1372,4472,2025-03-29,Managerial,2,Passed,83.91
1373,4474,2025-09-16,Case Study,1,Passed,51.89
1374,4479,2025-09-05,Case Study,3,Passed,90.08
1375,4484,2025-09-02,HR,1,Passed,58.6
1376,4486,2025-01-25,Case Study,3,Failed,43.7
1377,4487,2025-02-17,Technical,1,Failed,61.22
1378,4488,2025-05-03,Case Study,2,Passed,42.63
1379,4493,2025-10-05,Technical,3,Failed,88.58
1380,4496,2025-03-13,Case Study,1,Passed,70.08
1381,4498,2025-05-26,HR,3,Passed,97.51
1382,4499,2025-04-16,Technical,3,Failed,60.76
1383,4501,2025-10-18,HR,1,Passed,70.2
1384,4519,2025-02-08,Case Study,1,Passed,93.64
1385,4520,2025-04-29,Managerial,2,Passed,95.94
1386,4524,2025-09-15,Case Study,3,Passed,56.07
1387,4536,2025-12-09,Case Study,3,Passed,58.98
1388,4540,2025-06-06,Case Study,3,Failed,68.75
1389,4554,2025-07-06,HR,1,Passed,44.95
1390,4557,2025-07-21,Case Study,2,Passed,55.97
1391,4569,2025-11-08,Case Study,1,Passed,47.57
1392,4570,2025-04-02,HR,3,Passed,64.27
1393,4574,2025-10-21,Case Study,1,Failed,96.87
1394,4576,2025-10-05,HR,1,Passed,41.98
1395,4579,2025-04-24,Technical,3,Passed,95.03
1396,4580,2025-07-18,Technical,2,Failed,81.6
1397,4581,2025-10-18,Technical,3,Failed,48.49
1398,4582,2025-02-03,Technical,1,Passed,94.12
1399,4586,2025-12-01,Managerial,2,Passed,78.84
1400,4592,2025-02-04,Case Study,2,Passed,66.66
1401,4596,2025-12-30,HR,2,Passed,44.69
1402,4600,2025-08-25,Managerial,3,Passed,55.24
1403,4603,2025-12-22,Technical,2,Failed,73.42
1404,4606,2025-02-18,Technical,2,Passed,90.78
1405,4607,2025-06-12,HR,1,Passed,66.81
1406,4609,2025-08-04,HR,2,Passed,73.98
1407,4610,2025-04-16,HR,1,Failed,48.47
1408,4614,2025-05-27,Case Study,3,Passed,48.36
1409,4617,2025-09-20,Case Study,3,Passed,92.64
1410,4621,2025-09-14,Case Study,3,Passed,40.5
1411,4625,2025-07-24,Case Study,3,Passed,68.54
1412,4629,2025-04-16,Managerial,1,Passed,98.43
1413,4632,2025-11-06,Technical,3,Failed,80.56
1414,4633,2025-03-07,HR,1,Passed,47.21
1415,4634,2025-10-25,Technical,3,Passed,93.07
1416,4640,2025-12-01,Technical,3,Passed,76.28
1417,4645,2025-12-27,Case Study,3,Passed,97.61
1418,4647,2025-12-31,Case Study,1,Passed,80.17
1419,4649,2025-05-31,HR,1,Passed,62.02
1420,4656,2025-06-30,Technical,2,Failed,46.17
1421,4661,2025-09-20,Technical,1,Passed,69.27
1422,4663,2025-04-02,Managerial,2,Passed,56.36
1423,4669,2025-06-10,Managerial,2,Passed,51.67
1424,4674,2025-05-06,Managerial,3,Passed,40.44
1425,4684,2025-09-03,Technical,2,Passed,48.82
1426,4686,2025-10-25,Technical,2,Passed,69.85
1427,4688,2025-03-29,Technical,1,Passed,49.0
1428,4694,2025-09-14,HR,1,Passed,70.19
1429,4698,2025-11-02,Managerial,3,Failed,89.46
1430,4702,2025-10-20,HR,2,Passed,95.18
1431,4706,2025-10-11,HR,3,Passed,61.85
1432,4709,2025-05-21,Managerial,3,Failed,92.79
1433,4717,2025-08-19,Case Study,2,Passed,63.15
1434,4718,2025-02-15,Case Study,2,Failed,72.07
1435,4721,2025-07-09,Case Study,3,Passed,84.29
1436,4724,2025-05-20,HR,1,Passed,62.02
1437,4730,2025-10-18,Technical,3,Passed,47.78
1438,4734,2025-10-16,Technical,2,Failed,70.2
1439,4736,2025-07-28,Managerial,2,Passed,96.19
1440,4737,2025-07-21,Case Study,3,Passed,45.69
1441,4738,2025-03-07,Managerial,3,Passed,97.78
1442,4739,2025-09-21,Managerial,1,Passed,48.29
1443,4740,2025-08-25,Managerial,1,Failed,91.65
1444,4744,2025-04-09,HR,1,Passed,67.85
1445,4757,2025-10-21,Technical,1,Passed,91.38
1446,4764,2025-04-05,Technical,2,Passed,91.89
1447,4765,2025-11-30,Case Study,1,Failed,52.03
1448,4766,2025-08-17,Managerial,2,Passed,87.21
1449,4767,2025-08-24,Technical,3,Passed,64.56
1450,4774,2025-08-29,Managerial,2,Passed,71.08
1451,4779,2025-06-15,Technical,3,Passed,97.06
1452,4780,2025-07-11,Technical,3,Passed,79.76
1453,4784,2026-01-04,HR,2,Passed,61.76
1454,4787,2025-04-01,Managerial,3,Passed,65.61
1455,4792,2025-09-27,Case Study,3,Passed,82.16
1456,4793,2025-06-07,Case Study,2,Passed,83.07
1457,4794,2025-07-11,Case Study,3,Failed,47.84
1458,4796,2025-02-15,Technical,1,Failed,79.83
1459,4797,2025-11-17,Technical,1,Passed,45.38
1460,4800,2025-03-16,Case Study,1,Passed,48.28
1461,4801,2025-10-06,Case Study,2,Passed,96.58
1462,4803,2025-07-08,Technical,1,Failed,68.91
1463,4807,2025-09-08,Managerial,1,Passed,64.75
1464,4808,2025-12-13,HR,2,Passed,86.56
1465,4810,2025-10-17,Case Study,1,Failed,80.43
1466,4812,2025-12-01,HR,3,Passed,69.54
1467,4813,2025-06-05,Technical,1,Passed,55.76
1468,4815,2025-06-02,Case Study,3,Passed,54.45
1469,4816,2025-09-05,Managerial,1,Passed,89.62
1470,4817,2025-10-29,Managerial,2,Passed,69.87
1471,4821,2025-05-27,Managerial,3,Failed,89.98
1472,4823,2025-05-10,Case Study,3,Passed,62.43
1473,4824,2025-04-07,Managerial,2,Failed,68.18
1474,4827,2025-06-10,Technical,2,Passed,73.69
1475,4834,2025-10-14,Case Study,1,Passed,85.7
1476,4835,2025-02-13,HR,2,Passed,77.07
1477,4838,2025-03-11,Managerial,1,Passed,92.22
1478,4841,2025-05-31,Case Study,3,Passed,76.08
1479,4845,2025-03-06,Technical,1,Passed,61.42
1480,4846,2025-03-30,Managerial,2,Passed,43.7
1481,4848,2025-07-16,Managerial,2,Passed,95.99
1482,4855,2025-02-13,Technical,1,Passed,94.79
1483,4858,2025-07-22,Technical,1,Passed,86.8
1484,4864,2025-10-05,Case Study,1,Passed,68.76
1485,4867,2025-05-20,Managerial,3,Failed,73.85
1486,4873,2025-02-13,Case Study,2,Passed,44.05
1487,4876,2025-08-02,Technical,3,Passed,67.05
1488,4877,2025-09-10,Technical,1,Failed,96.71
1489,4881,2025-01-25,Technical,1,Passed,40.63
1490,4883,2025-11-05,Managerial,2,Failed,65.21
1491,4891,2025-09-13,Case Study,1,Passed,44.42
1492,4893,2025-07-26,Technical,3,Passed,72.36
1493,4896,2026-01-07,Technical,3,Passed,79.88
1494,4898,2025-03-28,Technical,3,Passed,59.87
1495,4899,2025-06-20,Case Study,1,Passed,62.25
1496,4902,2025-11-20,Managerial,3,Passed,80.57
1497,4903,2025-05-07,Technical,2,Passed,72.34
1498,4904,2025-05-08,HR,2,Passed,94.5
1499,4906,2025-02-20,Managerial,3,Passed,52.42
1500,4911,2025-04-01,Managerial,1,Passed,62.73
1501,4921,2025-04-02,HR,3,Failed,63.42
1502,4930,2025-03-11,Technical,2,Failed,59.98
1503,4934,2025-06-28,HR,3,Failed,82.61
1504,4936,2025-04-29,Managerial,1,Failed,81.82
1505,4940,2025-08-21,Case Study,3,Passed,71.42
1506,4945,2025-10-03,Case Study,3,Failed,82.49
1507,4947,2025-12-07,Technical,2,Failed,91.2
1508,4948,2025-09-11,Technical,3,Passed,56.27
1509,4952,2025-03-01,Managerial,1,Failed,87.62
1510,4955,2025-04-26,HR,2,Passed,41.46
1511,4957,2025-02-15,Managerial,1,Passed,59.66
1512,4962,2025-09-08,HR,3,Passed,85.51
1513,4968,2025-02-17,Case Study,2,Passed,75.23
1514,4985,2025-07-09,Managerial,2,Failed,98.69
1515,4987,2025-05-13,Case Study,1,Passed,85.21
1516,4991,2025-12-04,HR,2,Passed,91.97
1517,4992,2025-09-11,Managerial,3,Passed,59.48
1518,4995,2025-03-20,Case Study,1,Passed,74.87
1519,4996,2025-06-15,HR,1,Failed,61.95
1520,4997,2025-09-02,HR,2,Passed,90.86
1521,4998,2025-06-06,Technical,2,Passed,43.96
1522,5003,2025-04-06,Technical,3,Failed,88.09
1523,5004,2025-10-03,Case Study,1,Failed,92.91
1524,5005,2025-09-29,Managerial,2,Passed,68.57
1525,5006,2025-03-15,Technical,1,Passed,60.43
1526,5016,2025-12-08,Case Study,1,Passed,83.5
1527,5018,2025-12-31,Technical,2,Passed,71.96
1528,5022,2025-12-23,HR,1,Passed,93.3
1529,5025,2026-01-24,HR,1,Passed,68.28
1530,5030,2025-04-28,Technical,3,Passed,96.5
1531,5031,2025-08-14,Case Study,2,Passed,67.69
1532,5033,2025-03-08,Case Study,2,Passed,84.02
1533,5039,2025-09-05,HR,3,Passed,57.76
1534,5045,2025-02-24,Case Study,2,Passed,57.22
1535,5046,2025-03-19,Managerial,2,Failed,42.47
1536,5047,2025-05-16,Technical,3,Failed,49.86
1537,5056,2025-09-24,Technical,3,Failed,44.31
1538,5058,2025-04-23,HR,2,Passed,90.94
1539,5065,2025-10-19,Case Study,3,Passed,68.75
1540,5066,2025-02-24,Technical,2,Failed,99.78
1541,5070,2025-06-29,Technical,3,Failed,84.23
1542,5071,2025-04-14,Technical,3,Failed,54.79
1543,5079,2025-04-18,Technical,3,Passed,98.86
1544,5082,2025-09-09,Case Study,3,Passed,86.8
1545,5084,2025-01-31,Case Study,1,Passed,51.19
1546,5086,2025-04-24,Case Study,2,Passed,97.1
1547,5091,2025-01-13,Managerial,1,Failed,60.74
1548,5102,2025-09-05,Technical,1,Failed,97.63
1549,5105,2025-03-17,Case Study,1,Passed,99.76
1550,5106,2025-10-06,Case Study,2,Passed,44.23
1551,5111,2025-03-25,Technical,2,Passed,99.01
1552,5116,2025-12-09,Managerial,2,Failed,75.71
1553,5118,2025-08-07,Case Study,3,Failed,56.89
1554,5119,2025-10-24,Managerial,3,Failed,98.39
1555,5134,2025-09-07,Managerial,3,Failed,63.34
1556,5136,2025-05-17,Managerial,1,Passed,51.38
1557,5137,2025-06-13,HR,3,Passed,94.91
1558,5138,2025-07-09,HR,2,Passed,93.34
1559,5140,2025-06-24,Technical,3,Failed,47.39
1560,5141,2025-02-28,Case Study,1,Passed,99.83
1561,5144,2025-04-13,HR,3,Failed,73.48
1562,5145,2025-05-23,Managerial,3,Failed,97.63
1563,5148,2025-03-14,Technical,1,Failed,42.91
1564,5157,2025-11-27,Managerial,3,Failed,77.21
1565,5159,2025-06-06,Case Study,2,Passed,77.53
1566,5163,2025-03-20,Managerial,1,Passed,90.43
1567,5169,2026-01-10,HR,1,Failed,69.8
1568,5178,2025-10-02,Technical,2,Passed,89.66
1569,5181,2025-12-21,Managerial,3,Passed,52.62
1570,5188,2025-05-18,HR,1,Passed,76.5
1571,5189,2025-12-10,HR,1,Passed,79.45
1572,5196,2025-12-23,Case Study,3,Failed,45.35
1573,5199,2025-06-08,Case Study,3,Passed,99.93
1574,5201,2025-07-31,Technical,3,Passed,93.83
1575,5202,2025-09-25,HR,3,Failed,51.1
1576,5204,2025-10-06,Managerial,2,Passed,84.24
1577,5207,2025-07-25,Managerial,1,Passed,62.45
1578,5208,2025-07-25,HR,2,Failed,48.9
1579,5215,2025-11-24,Technical,2,Passed,55.67
1580,5216,2025-03-16,Case Study,1,Passed,48.78
1581,5218,2025-02-27,Managerial,2,Failed,62.21
1582,5220,2025-03-02,Technical,2,Failed,86.47
1583,5221,2025-09-10,Case Study,1,Failed,63.62
